"STAID"	"SiteIndex"	"DRAIN_SQKM"	"HUC02"	"LAT_GAGE"	"LNG_GAGE"	"STATE"	"BOUND_SOURCE"	"CLASS"	"AGGECOREGION"	"HYDRO_DISTURB_INDX"	"nobs_TP_2019"	"nobs_TP_2012"	"mean_TP_2019"	"mean_TP_2012"	"nobs_Q"	"nobs_Q_2012"	"nobs_Q_pct"	"nobs_Q_2012_pct"
"04183000"	3622	5039.9	"04"	41.085049	-85.02219	"IN"	4	"Non-ref"	"CntlPlains"	26	181	0	0.3431	NA	14610	12054	100	100
"04184500"	3624	534.7	"04"	41.677551	-84.23217	"OH"	1	"Non-ref"	"CntlPlains"	11	88	0	0.3069	NA	7638	5082	52.28	42.16
"04186500"	3627	858.4	"04"	40.948662	-84.266059	"OH"	4	"Non-ref"	"CntlPlains"	22	597	175	0.2995	0.204	14610	12054	100	100
"04191500"	3634	6038.8	"04"	41.237549	-84.399114	"OH"	1	"Non-ref"	"CntlPlains"	25	375	0	0.272	NA	14610	12054	100	100
"04192500"	3635	14248.3	"04"	41.291993	-84.281057	"OH"	1	"Non-ref"	"CntlPlains"	25	464	0	0.3176	NA	14610	12054	100	100
"04193500"	3636	16409.4	"04"	41.500053	-83.712714	"OH"	4	"Non-ref"	"CntlPlains"	22	2823	2724	0.2003	0.2012	14610	12054	100	100
"04197100"	3643	388.2	"04"	41.022278	-83.109638	"OH"	1	"Ref"	"CntlPlains"	16	573	573	0.1226	0.1226	14609	12054	99.99	100
"04198000"	3645	3243.8	"04"	41.307831	-83.158809	"OH"	1	"Non-ref"	"CntlPlains"	22	2179	2179	0.1363	0.1363	14610	12054	100	100
"04199000"	3646	947.4	"04"	41.301719	-82.606844	"OH"	1	"Non-ref"	"CntlPlains"	24	1137	1085	0.1739	0.1706	12418	9862	85	81.82
"04199500"	3648	672.4	"04"	41.38199	-82.316827	"OH"	3	"Non-ref"	"CntlPlains"	17	140	54	0.1815	0.23	7638	5082	52.28	42.16
"04200500"	3649	1026.9	"04"	41.380324	-82.104593	"OH"	1	"Non-ref"	"NorthEast"	21	139	48	0.1729	0.2123	14610	12054	100	100
"04208000"	3659	1837.5	"04"	41.395331	-81.629848	"OH"	1	"Non-ref"	"NorthEast"	28	2254	2172	0.1632	0.1636	14610	12054	100	100
"04212100"	3665	1784.9	"04"	41.718934	-81.227879	"OH"	1	"Non-ref"	"NorthEast"	21	968	914	0.0986	0.0959	14610	12054	100	100
"04213500"	3670	1128.8	"04"	42.46395	-78.935035	"NY"	4	"Non-ref"	"NorthEast"	18	151	57	0.4554	0.2421	14062	11506	96.25	95.45
"0422026250"	3682	25.1	"04"	43.25367	-77.74223	"NY"	1	"Non-ref"	"NorthEast"	21	982	901	0.2744	0.2821	11049	8493	75.63	70.46
"04230500"	3694	524.7	"04"	43.010062	-77.791395	"NY"	3	"Non-ref"	"NorthEast"	14	454	409	0.0709	0.068	14610	12054	100	100
"04231600"	3696	6383.7	"04"	43.141722	-77.616306	"NY"	1	"Non-ref"	"NorthEast"	20	155	49	0.1143	0.1194	14610	12054	100	100
"04232034"	3698	100.1	"04"	43.027841	-77.47805	"NY"	1	"Non-ref"	"NorthEast"	12	522	522	0.1047	0.1047	8823	7129	60.39	59.14
"04232050"	3699	77.4	"04"	43.130341	-77.518609	"NY"	1	"Non-ref"	"NorthEast"	23	1332	1308	0.1115	0.1123	14610	12054	100	100
"0423205010"	3700	379.7	"04"	43.145063	-77.511942	"NY"	1	"Non-ref"	"NorthEast"	17	2777	2682	0.1075	0.1059	14275	11719	97.71	97.22
"04250750"	3728	325.4	"04"	43.813398	-76.074646	"NY"	1	"Non-ref"	"NorthEast"	12	73	41	0.0874	0.0944	11971	9415	81.94	78.11
"05051522"	3801	10815	"09"	46.659685	-96.795915	"ND"	1	"Non-ref"	"CntlPlains"	22	95	57	0.1743	0.1754	14610	12054	100	100
"05054000"	3806	17195.9	"09"	46.861075	-96.783692	"ND"	1	"Non-ref"	"CntlPlains"	20	144	90	0.2033	0.2134	14610	12054	100	100
"05056100"	3811	1164.1	"09"	48.448059	-99.102635	"ND"	3	"Ref"	"CntlPlains"	11	82	60	0.3628	0.3547	7467	6400	51.11	53.09
"05057200"	3814	1897.3	"09"	47.229156	-98.124819	"ND"	1	"Ref"	"CntlPlains"	9	73	33	0.2115	0.1803	14431	11875	98.77	98.52
"05059000"	3818	12965.7	"09"	46.631633	-97.000643	"ND"	4	"Non-ref"	"CntlPlains"	15	107	106	0.1894	0.1876	14610	12054	100	100
"05066500"	3834	3217.6	"09"	47.409424	-97.061197	"ND"	4	"Non-ref"	"CntlPlains"	17	93	44	0.1543	0.1564	14287	11731	97.79	97.32
"05082625"	3844	658.3	"09"	47.931934	-97.514531	"ND"	4	"Non-ref"	"CntlPlains"	19	108	74	0.1782	0.1678	9953	7397	68.12	61.37
"05085000"	3848	1425.4	"09"	48.285833	-97.368056	"ND"	1	"Non-ref"	"CntlPlains"	18	112	59	0.2008	0.1785	14255	11699	97.57	97.05
"05090000"	3853	1741.7	"09"	48.424711	-97.412023	"ND"	4	"Non-ref"	"CntlPlains"	15	111	59	0.1762	0.1753	13734	11178	94	92.73
"05116500"	3861	2396.8	"09"	48.370569	-101.570163	"ND"	1	"Non-ref"	"CntlPlains"	12	103	33	0.2484	0.3127	13840	11308	94.73	93.81
"05120500"	3863	1509.8	"09"	48.138337	-100.539862	"ND"	1	"Ref"	"CntlPlains"	8	95	42	0.2005	0.1279	13899	11463	95.13	95.1
"05123400"	3864	3206.1	"09"	48.588888	-100.442079	"ND"	1	"Ref"	"CntlPlains"	11	103	40	0.1683	0.1958	8356	6267	57.19	51.99
"05287890"	3901	222.1	"07"	45.163298	-93.436621	"MN"	4	"Non-ref"	"CntlPlains"	19	617	477	0.1977	0.1982	14610	12054	100	100
"05288705"	3903	73	"07"	45.049965	-93.310227	"MN"	4	"Non-ref"	"CntlPlains"	19	357	196	0.087	0.0913	8002	5446	54.77	45.18
"05325000"	3926	38694.4	"07"	44.169411	-94.0044	"MN"	1	"Non-ref"	"CntlPlains"	20	91	91	0.2032	0.2032	14610	12054	100	100
"05330000"	3928	42040.8	"07"	44.693018	-93.641902	"MN"	4	"Non-ref"	"CntlPlains"	20	145	145	0.198	0.198	14610	12054	100	100
"05368000"	3953	1102.8	"07"	45.04774	-91.91101	"WI"	3	"Non-ref"	"CntlPlains"	15	89	89	0.1438	0.1438	14610	12054	100	100
"05369500"	3955	23441.9	"07"	44.628299	-91.969059	"WI"	1	"Non-ref"	"MxWdShld"	16	91	91	0.088	0.088	14610	12054	100	100
"05382000"	3966	5376.5	"07"	44.060239	-91.28737	"WI"	1	"Non-ref"	"CntlPlains"	12	87	87	0.1409	0.1409	14610	12054	100	100
"05406500"	3999	115.9	"07"	43.13416	-89.732345	"WI"	1	"Non-ref"	"CntlPlains"	13	82	77	0.2404	0.2512	14610	12054	100	100
"05407000"	4000	27400.9	"07"	43.198042	-90.443459	"WI"	1	"Non-ref"	"CntlPlains"	22	88	88	0.0848	0.0848	14610	12054	100	100
"05412500"	4008	3858.2	"07"	42.739988	-91.261799	"IA"	3	"Ref"	"CntlPlains"	12	95	81	0.1242	0.1285	14610	12054	100	100
"05422000"	4024	6049	"07"	41.766974	-90.534859	"IA"	4	"Non-ref"	"CntlPlains"	19	149	131	0.2226	0.2221	14610	12054	100	100
"05424057"	4030	1142.9	"07"	43.45027	-88.63233	"WI"	3	"Non-ref"	"CntlPlains"	23	335	335	0.3604	0.3604	7682	5126	52.58	42.53
"05427718"	4038	191.5	"07"	43.208881	-89.352617	"WI"	1	"Non-ref"	"CntlPlains"	14	1728	1352	0.2757	0.2663	11635	9079	79.64	75.32
"05427948"	4040	46.9	"07"	43.103328	-89.511788	"WI"	1	"Non-ref"	"CntlPlains"	16	1739	1298	0.3981	0.4042	14610	12054	100	100
"05430175"	4043	1259.4	"07"	42.826394	-89.172059	"WI"	1	"Non-ref"	"CntlPlains"	25	189	56	0.1566	0.1755	14610	12054	100	100
"054310157"	4045	11.1	"07"	42.650849	-88.550934	"WI"	1	"Non-ref"	"CntlPlains"	16	1703	1703	0.2582	0.2582	9496	9496	65	78.78
"05431016"	4046	43.2	"07"	42.640849	-88.560934	"WI"	1	"Non-ref"	"CntlPlains"	15	1483	1187	0.1898	0.1878	8641	6085	59.14	50.48
"05431017"	4047	54.8	"07"	42.621127	-88.582601	"WI"	1	"Non-ref"	"CntlPlains"	14	2071	1884	0.2399	0.2441	10952	9584	74.96	79.51
"05431022"	4048	106.8	"07"	42.614737	-88.624824	"WI"	1	"Non-ref"	"CntlPlains"	19	1256	1255	0.0848	0.0848	9111	9111	62.36	75.58
"05435500"	4057	3435.4	"07"	42.302797	-89.619561	"IL"	1	"Non-ref"	"CntlPlains"	15	106	106	0.2702	0.2702	14609	12054	99.99	100
"05437500"	4062	15744.8	"07"	42.448627	-89.069832	"IL"	1	"Non-ref"	"CntlPlains"	22	144	144	0.2706	0.2706	14610	12054	100	100
"05439500"	4067	1002.8	"07"	42.110581	-88.900653	"IL"	1	"Non-ref"	"CntlPlains"	22	105	105	0.2899	0.2899	14605	12054	99.97	100
"05440000"	4068	2847	"07"	42.194467	-88.998713	"IL"	1	"Non-ref"	"CntlPlains"	22	102	102	0.1707	0.1707	14607	12054	99.98	100
"05443500"	4071	21937.9	"07"	41.782808	-89.749832	"IL"	1	"Non-ref"	"CntlPlains"	24	140	140	0.2916	0.2916	14023	11467	95.98	95.13
"05444000"	4072	376.4	"07"	41.902807	-89.696223	"IL"	1	"Ref"	"CntlPlains"	13	103	103	0.177	0.177	14610	12054	100	100
"05446500"	4073	23951.1	"07"	41.559756	-90.182066	"IL"	1	"Non-ref"	"CntlPlains"	20	229	142	0.2466	0.2735	14610	12054	100	100
"05447500"	4074	2575.7	"07"	41.488923	-90.157619	"IL"	3	"Non-ref"	"CntlPlains"	18	211	129	0.1355	0.134	14610	12054	100	100
"05449500"	4077	1083.9	"07"	42.759944	-93.621849	"IA"	4	"Non-ref"	"CntlPlains"	19	110	110	0.1857	0.1857	14610	12054	100	100
"05451210"	4079	580.5	"07"	42.314984	-93.152425	"IA"	4	"Ref"	"CntlPlains"	12	319	179	0.1194	0.118	8833	6278	60.46	52.08
"05464220"	4110	775.2	"07"	42.251658	-92.298798	"IA"	4	"Ref"	"CntlPlains"	12	74	55	0.1666	0.1622	7876	5320	53.91	44.13
"05465500"	4114	32364.8	"07"	41.178086	-91.182094	"IA"	4	"Non-ref"	"CntlPlains"	21	414	319	0.3191	0.3088	14610	12054	100	100
"05466500"	4116	1151.6	"07"	41.186977	-90.967366	"IL"	1	"Ref"	"CntlPlains"	16	95	95	0.1729	0.1729	14610	12054	100	100
"05469000"	4119	1126.6	"07"	41.001426	-90.854307	"IL"	1	"Non-ref"	"CntlPlains"	18	99	99	0.5969	0.5969	14246	11690	97.51	96.98
"05474000"	4131	11165.4	"07"	40.75365	-91.277094	"IA"	4	"Non-ref"	"CntlPlains"	18	232	215	0.3089	0.3092	14610	12054	100	100
"05490500"	4168	36286.3	"07"	40.727806	-91.959617	"IA"	1	"Non-ref"	"CntlPlains"	21	207	115	0.2961	0.281	14610	12054	100	100
"05495000"	4170	1027.6	"07"	40.392408	-91.597875	"MO"	1	"Ref"	"CntlPlains"	14	94	64	0.1317	0.1244	14610	12054	100	100
"05495500"	4171	905.6	"07"	40.142824	-91.33737	"IL"	3	"Ref"	"CntlPlains"	14	98	98	0.1793	0.1793	14556	12002	99.63	99.57
"05500000"	4178	1567	"07"	39.896628	-91.580156	"MO"	1	"Ref"	"CntlPlains"	11	346	278	0.1328	0.1337	14609	12053	99.99	99.99
"05514500"	4200	2407.4	"07"	39.008803	-90.977536	"MO"	1	"Ref"	"CntlPlains"	11	207	177	0.1141	0.1165	14609	12054	99.99	100
"05520500"	4212	5949.1	"07"	41.160033	-87.668648	"IL"	4	"Non-ref"	"CntlPlains"	28	173	173	0.0821	0.0821	14610	12054	100	100
"05525000"	4219	1746.3	"07"	40.822813	-87.581419	"IL"	3	"Non-ref"	"CntlPlains"	21	107	107	0.1335	0.1335	14610	12054	100	100
"05525500"	4220	1158.8	"07"	40.630036	-87.723918	"IL"	4	"Ref"	"CntlPlains"	16	160	160	0.1111	0.1111	14610	12054	100	100
"05526000"	4221	5405.6	"07"	41.008922	-87.823372	"IL"	4	"Non-ref"	"CntlPlains"	22	166	166	0.1302	0.1302	14610	12054	100	100
"05527500"	4223	13289.2	"07"	41.346698	-88.186449	"IL"	1	"Non-ref"	"CntlPlains"	29	150	147	0.117	0.1163	14607	12054	99.98	100
"05527800"	4224	317.7	"07"	42.489187	-87.926466	"IL"	4	"Non-ref"	"CntlPlains"	22	157	157	0.1771	0.1771	14435	11893	98.8	98.66
"05528000"	4229	603.8	"07"	42.344189	-87.938409	"IL"	1	"Non-ref"	"CntlPlains"	26	125	125	0.6558	0.6558	14610	12054	100	100
"05529000"	4231	943.1	"07"	42.081972	-87.890345	"IL"	1	"Non-ref"	"CntlPlains"	27	113	113	0.6072	0.6072	14610	12054	100	100
"05531500"	4237	290.6	"07"	41.825864	-87.900616	"IL"	4	"Non-ref"	"CntlPlains"	32	302	290	1.4886	1.5109	14609	12054	99.99	100
"05532000"	4238	47.1	"07"	41.881698	-87.869228	"IL"	4	"Non-ref"	"CntlPlains"	26	128	128	0.8115	0.8115	14610	12054	100	100
"05532500"	4239	1634.2	"07"	41.822254	-87.820891	"IL"	4	"Non-ref"	"CntlPlains"	28	193	193	0.828	0.828	14610	12054	100	100
"05534500"	4242	51.7	"07"	42.152804	-87.818677	"IL"	1	"Non-ref"	"CntlPlains"	17	128	128	0.1591	0.1591	14586	12051	99.84	99.98
"05536000"	4246	254.7	"07"	42.012253	-87.795618	"IL"	1	"Non-ref"	"CntlPlains"	22	140	140	0.8164	0.8164	14610	12054	100	100
"05536275"	4254	268.3	"07"	41.568368	-87.607822	"IL"	1	"Non-ref"	"CntlPlains"	30	118	118	2.4667	2.4667	14610	12054	100	100
"05539000"	4261	278.9	"07"	41.515031	-88.073391	"IL"	1	"Non-ref"	"CntlPlains"	24	118	118	0.3981	0.3981	14610	12054	100	100
"05539900"	4262	71.9	"07"	41.910862	-88.178961	"IL"	1	"Non-ref"	"CntlPlains"	25	128	128	1.5284	1.5284	14610	12054	100	100
"05540095"	4265	237.1	"07"	41.822529	-88.173402	"IL"	1	"Non-ref"	"CntlPlains"	22	130	130	1.2535	1.2535	14607	12054	99.98	100
"05540500"	4271	838.9	"07"	41.522253	-88.192562	"IL"	1	"Non-ref"	"CntlPlains"	27	138	138	0.9456	0.9456	14610	12054	100	100
"05542000"	4273	1165.6	"07"	41.286143	-88.359787	"IL"	1	"Non-ref"	"CntlPlains"	18	97	97	0.0912	0.0912	13511	10955	92.48	90.88
"05543500"	4274	21349.7	"07"	41.326978	-88.717574	"IL"	4	"Non-ref"	"CntlPlains"	32	208	205	0.4219	0.4218	14610	12054	100	100
"05548280"	4278	498.2	"07"	42.443353	-88.247589	"IL"	1	"Non-ref"	"CntlPlains"	19	144	144	0.1269	0.1269	14607	12054	99.98	100
"05550000"	4280	3664	"07"	42.166413	-88.29036	"IL"	1	"Non-ref"	"CntlPlains"	25	159	159	0.1464	0.1464	10866	10866	74.37	90.14
"05550500"	4282	94.1	"07"	42.026138	-88.255633	"IL"	4	"Non-ref"	"CntlPlains"	20	115	104	0.0845	0.0849	14610	12054	100	100
"05551700"	4287	182.2	"07"	41.671696	-88.441462	"IL"	1	"Non-ref"	"CntlPlains"	15	139	139	0.1182	0.1182	14610	12054	100	100
"05552500"	4288	6844.4	"07"	41.384477	-88.789242	"IL"	4	"Non-ref"	"CntlPlains"	22	180	180	0.2704	0.2704	14610	12054	100	100
"05555300"	4290	3253.5	"07"	41.208368	-88.930912	"IL"	4	"Non-ref"	"CntlPlains"	18	105	105	0.2517	0.2517	14610	12054	100	100
"05556500"	4292	505.1	"07"	41.36587	-89.498427	"IL"	4	"Ref"	"CntlPlains"	18	105	105	0.2601	0.2601	14610	12054	100	100
"05568800"	4307	163.7	"07"	41.01837	-89.835383	"IL"	4	"Non-ref"	"CntlPlains"	12	127	127	0.1354	0.1354	14607	12052	99.98	99.98
"05569500"	4308	2773.1	"07"	40.707261	-90.280125	"IL"	3	"Non-ref"	"CntlPlains"	18	97	97	0.1476	0.1476	14610	12054	100	100
"05570000"	4309	4241.2	"07"	40.490041	-90.340403	"IL"	1	"Non-ref"	"CntlPlains"	18	101	101	0.1865	0.1865	14610	12054	100	100
"05570910"	4312	561	"07"	40.310589	-88.322275	"IL"	4	"Non-ref"	"CntlPlains"	14	134	134	0.111	0.111	14580	12024	99.79	99.75
"05572000"	4314	1426.5	"07"	40.030867	-88.588954	"IL"	4	"Non-ref"	"CntlPlains"	14	175	163	0.1478	0.1483	14578	12022	99.78	99.73
"05573540"	4315	2433.3	"07"	39.831148	-88.976467	"IL"	1	"Non-ref"	"CntlPlains"	22	114	114	0.1648	0.1648	13337	10786	91.29	89.48
"05576500"	4319	6784.4	"07"	39.843105	-89.54732	"IL"	1	"Non-ref"	"CntlPlains"	29	139	139	0.5652	0.5652	12418	9862	85	81.82
"05578500"	4321	862.6	"07"	40.115038	-89.049251	"IL"	1	"Non-ref"	"CntlPlains"	30	124	124	0.2114	0.2114	14610	12054	100	100
"05579500"	4322	552.1	"07"	39.951435	-89.383706	"IL"	1	"Non-ref"	"CntlPlains"	16	110	110	0.1009	0.1009	14610	12054	100	100
"05580000"	4324	591.5	"07"	40.254761	-89.129253	"IL"	4	"Non-ref"	"CntlPlains"	18	88	88	0.0847	0.0847	14607	12051	99.98	99.98
"05582000"	4328	4671.4	"07"	40.13199	-89.735664	"IL"	4	"Non-ref"	"CntlPlains"	26	116	116	0.2176	0.2176	14610	12054	100	100
"05583000"	4330	13263.8	"07"	40.123935	-89.985114	"IL"	4	"Non-ref"	"CntlPlains"	25	177	177	0.3677	0.3677	14610	12054	100	100
"05584500"	4332	1695.7	"07"	40.330322	-90.896245	"IL"	4	"Ref"	"CntlPlains"	13	207	207	0.1889	0.1889	14609	12053	99.99	99.99
"05585000"	4333	3354.6	"07"	40.02477	-90.631795	"IL"	1	"Ref"	"CntlPlains"	15	140	140	0.2096	0.2096	14610	12054	100	100
"05587000"	4337	2241.3	"07"	39.234214	-90.394562	"IL"	4	"Non-ref"	"CntlPlains"	20	99	99	0.231	0.231	14610	12054	100	100
"05587900"	4339	546.3	"07"	38.824492	-89.974825	"IL"	1	"Non-ref"	"SEPlains"	22	89	89	0.2035	0.2035	14545	11989	99.56	99.46
"05591200"	4345	1227.6	"07"	39.583367	-88.413384	"IL"	1	"Non-ref"	"CntlPlains"	22	134	134	0.2347	0.2347	14609	12053	99.99	99.99
"05591700"	4348	297.2	"07"	39.731146	-88.66201	"IL"	1	"Non-ref"	"CntlPlains"	19	101	101	0.1068	0.1068	13140	10753	89.94	89.21
"05592100"	4351	3451.5	"07"	39.229764	-88.841732	"IL"	1	"Non-ref"	"CntlPlains"	22	125	125	0.1133	0.1133	14610	12054	100	100
"05592500"	4353	5020.7	"07"	38.960601	-89.088955	"IL"	3	"Non-ref"	"CntlPlains"	28	136	136	0.1658	0.1658	14605	12049	99.97	99.96
"05592800"	4355	394.2	"07"	38.922546	-89.236739	"IL"	1	"Non-ref"	"SEPlains"	14	123	123	0.1679	0.1679	14531	11975	99.46	99.34
"05592900"	4356	292.2	"07"	38.688937	-89.100065	"IL"	1	"Non-ref"	"SEPlains"	13	140	140	0.2152	0.2152	13609	11080	93.15	91.92
"05594000"	4363	1909.8	"07"	38.609771	-89.494529	"IL"	1	"Non-ref"	"SEPlains"	26	103	103	0.2426	0.2426	14606	12050	99.97	99.97
"05594100"	4364	11361.8	"07"	38.450605	-89.627593	"IL"	1	"Non-ref"	"SEPlains"	24	130	130	0.2442	0.2442	14610	12054	100	100
"05594450"	4365	399.9	"07"	38.716715	-89.829263	"IL"	1	"Non-ref"	"SEPlains"	23	105	105	0.8543	0.8543	14595	12046	99.9	99.93
"05594800"	4366	1215	"07"	38.406161	-89.873991	"IL"	1	"Non-ref"	"SEPlains"	26	106	106	0.5986	0.5986	14607	12051	99.98	99.98
"05595200"	4368	332.9	"07"	38.323939	-89.970939	"IL"	1	"Non-ref"	"SEPlains"	21	112	112	1.1255	1.1255	14610	12054	100	100
"05595730"	4370	236.8	"07"	38.253939	-89.039793	"IL"	1	"Ref"	"SEPlains"	10	133	133	0.1802	0.1802	13209	10664	90.41	88.47
"05597000"	4374	2045.1	"07"	37.901439	-89.013962	"IL"	1	"Non-ref"	"SEPlains"	25	98	98	0.1641	0.1641	14610	12054	100	100
"05597500"	4375	82.3	"07"	37.731161	-88.889234	"IL"	1	"Non-ref"	"SEPlains"	14	92	92	0.086	0.086	13367	10831	91.49	89.85
"05599500"	4377	5615.6	"07"	37.748056	-89.346667	"IL"	1	"Non-ref"	"SEPlains"	27	140	140	0.2049	0.2049	10114	10114	69.23	83.91
"06088500"	4429	976.8	"10U"	47.561069	-111.538307	"MT"	1	"Non-ref"	"WestPlains"	19	88	84	0.174	0.1692	14598	12054	99.92	100
"06089000"	4430	4889.7	"10U"	47.525736	-111.511842	"MT"	1	"Non-ref"	"WestPlains"	16	87	87	0.0753	0.0753	14610	12054	100	100
"06236100"	4513	11522.4	"10U"	43.129125	-108.223986	"WY"	1	"Non-ref"	"WestXeric"	15	92	58	0.0996	0.1071	8407	8281	57.54	68.7
"06253000"	4516	1087.7	"10U"	43.22218	-108.218986	"WY"	6	"Non-ref"	"WestXeric"	19	90	38	0.1561	0.1608	12783	10227	87.49	84.84
"06279500"	4538	40824.9	"10U"	44.758566	-108.181497	"WY"	4	"Non-ref"	"WestXeric"	16	119	110	0.1727	0.1679	14610	12054	100	100
"06307740"	4575	1839.4	"10U"	45.583889	-106.255292	"MT"	1	"Non-ref"	"WestPlains"	4	90	84	0.0726	0.0704	9555	8148	65.4	67.6
"06308500"	4578	13997.2	"10U"	46.384725	-105.84528	"MT"	4	"Non-ref"	"WestPlains"	12	75	71	0.1239	0.1276	14610	12054	100	100
"06324500"	4601	20793.5	"10U"	45.057765	-105.878067	"MT"	1	"Non-ref"	"WestPlains"	14	307	244	0.3003	0.293	14605	12049	99.97	99.96
"06326500"	4603	33847.4	"10U"	46.430004	-105.309983	"MT"	4	"Non-ref"	"WestPlains"	12	179	179	0.4056	0.4056	14590	12034	99.86	99.83
"06332515"	4608	191.5	"10U"	47.787237	-102.768526	"ND"	1	"Ref"	"WestPlains"	6	102	74	0.0932	0.0915	13870	11314	94.93	93.86
"06426500"	4703	4378.5	"10U"	44.321926	-104.940531	"WY"	1	"Non-ref"	"WestPlains"	10	75	75	0.2789	0.2789	12545	9992	85.87	82.89
"06452000"	4751	25791	"10U"	43.748327	-99.556495	"SD"	1	"Ref"	"WestPlains"	8	82	82	1.3574	1.3574	14560	12004	99.66	99.59
"06461500"	4763	21622.6	"10L"	42.902092	-100.362344	"NE"	1	"Non-ref"	"WestPlains"	13	174	174	0.1242	0.1242	14610	12054	100	100
"06463500"	4766	1235.1	"10L"	42.689508	-99.678956	"NE"	1	"Non-ref"	"WestPlains"	8	175	175	0.2075	0.2075	14610	12054	100	100
"06465500"	4771	33198	"10L"	42.739683	-98.224319	"NE"	1	"Non-ref"	"WestPlains"	11	136	131	0.2493	0.2493	14610	12054	100	100
"06468250"	4777	3242.6	"10U"	47.399719	-98.797606	"ND"	1	"Ref"	"CntlPlains"	8	90	90	0.278	0.278	11024	8602	75.46	71.36
"06471000"	4784	14790.2	"10U"	45.60358	-98.310376	"SD"	1	"Non-ref"	"CntlPlains"	12	70	70	0.2943	0.2943	12992	10469	88.93	86.85
"06485500"	4821	19904.5	"10L"	42.837215	-96.5617	"IA"	1	"Non-ref"	"CntlPlains"	13	147	147	0.4541	0.4541	14610	12054	100	100
"06607500"	4833	9120.5	"10L"	41.964432	-95.972788	"IA"	1	"Non-ref"	"CntlPlains"	20	117	97	0.3561	0.3528	14610	12054	100	100
"06609500"	4836	2252.1	"10L"	41.64249	-95.782786	"IA"	1	"Non-ref"	"CntlPlains"	22	110	92	0.739	0.6986	14610	12054	100	100
"06630000"	4853	11176.6	"10L"	41.872181	-107.057546	"WY"	1	"Non-ref"	"WestMnts"	20	83	62	0.0876	0.0923	14610	12054	100	100
"06710247"	4914	8028.8	"10L"	39.632488	-105.014983	"CO"	1	"Non-ref"	"WestMnts"	23	97	96	0.3206	0.3226	8729	6173	59.75	51.21
"06714000"	4924	10012.2	"10L"	39.759709	-105.003315	"CO"	4	"Non-ref"	"WestMnts"	25	235	232	0.6682	0.6687	10134	10134	69.36	84.07
"06720500"	4935	12349.3	"10L"	39.921929	-104.868309	"CO"	4	"Non-ref"	"WestMnts"	26	186	185	1.4706	1.4679	10134	10134	69.36	84.07
"06754000"	4962	25015.6	"10L"	40.412203	-104.563292	"CO"	4	"Non-ref"	"WestMnts"	30	303	176	0.7213	0.7825	10134	10134	69.36	84.07
"06794000"	4995	1756.5	"10L"	41.442236	-97.736719	"NE"	1	"Non-ref"	"WestPlains"	12	110	110	0.5052	0.5052	14610	12054	100	100
"06799000"	5002	7418.1	"10L"	42.003061	-97.426172	"NE"	4	"Non-ref"	"WestPlains"	9	109	109	0.2841	0.2841	14610	12054	100	100
"06799350"	5005	12110.4	"10L"	41.839444	-96.727532	"NE"	4	"Non-ref"	"CntlPlains"	15	99	99	0.3585	0.3585	14610	12054	100	100
"06800000"	5010	953.9	"10L"	41.560397	-96.540783	"NE"	4	"Non-ref"	"CntlPlains"	17	428	277	0.4186	0.3867	14610	12054	100	100
"06800500"	5011	17988.7	"10L"	41.293331	-96.283772	"NE"	4	"Non-ref"	"CntlPlains"	18	357	244	0.5549	0.553	14610	12054	100	100
"06803555"	5023	2724	"10L"	40.965506	-96.454367	"NE"	4	"Non-ref"	"CntlPlains"	24	117	117	1.5504	1.5504	14610	12054	100	100
"06810000"	5035	7281.8	"10L"	40.632501	-95.625826	"IA"	1	"Non-ref"	"CntlPlains"	21	182	163	0.4491	0.4421	14610	12054	100	100
"06811500"	5036	2051.9	"10L"	40.392717	-95.812833	"NE"	1	"Non-ref"	"CntlPlains"	22	105	105	0.3565	0.3565	14610	12054	100	100
"06815000"	5041	3473.2	"10L"	40.035558	-95.596096	"NE"	1	"Non-ref"	"CntlPlains"	19	102	102	0.2577	0.2577	14610	12054	100	100
"06817700"	5046	3927.9	"10L"	40.202464	-95.069556	"MO"	1	"Non-ref"	"CntlPlains"	17	173	136	0.303	0.2976	13585	11029	92.98	91.5
"06821190"	5056	6178.8	"10L"	39.400972	-94.726819	"MO"	1	"Non-ref"	"CntlPlains"	22	167	135	0.3067	0.299	14610	12054	100	100
"06824500"	5059	12030	"10L"	40.034358	-101.542722	"NE"	1	"Non-ref"	"WestPlains"	12	99	99	0.1225	0.1225	7469	5553	51.12	46.07
"06844500"	5084	40333.4	"10L"	40.131544	-99.502561	"NE"	1	"Non-ref"	"WestPlains"	18	103	103	0.263	0.263	13843	11373	94.75	94.35
"06872500"	5127	6217.1	"10L"	39.555097	-98.692325	"KS"	1	"Non-ref"	"WestPlains"	16	85	85	0.28	0.28	14567	12011	99.71	99.64
"06874000"	5131	5102.3	"10L"	39.428622	-98.694795	"KS"	1	"Non-ref"	"WestPlains"	17	70	70	0.2007	0.2007	14607	12053	99.98	99.99
"06877600"	5135	49592.2	"10L"	38.906489	-97.11792	"KS"	1	"Non-ref"	"WestPlains"	19	84	84	0.2543	0.2543	14610	12054	100	100
"06880800"	5142	3119.2	"10L"	40.731118	-97.177541	"NE"	1	"Non-ref"	"WestPlains"	19	142	142	0.7751	0.7751	14296	12054	97.85	100
